Municipio,Codigo,Año,Total suscriptores urbanos,Suscriptores  urbano estrato 01,Suscriptores  urbano estrato 02,Suscriptores urbano estrato 03,Suscriptores urbano estrato 04,Suscriptores  urbano estrato 05,Suscriptores urbano estrato 06,Suscriptores urbano industrial,Suscriptores urbano  comercial,Suscriptores urbano oficial,Suscriptores urbano alumbrado publico,Consumo promedio urbano estrato 01,Consumo promedio urbano estrato 02,Consumo promedio urbano estrato 03,Consumo promedio urbano estrato 04,Consumo promedio urbano estrato 05,Consumo promedio urbano estrato 06,Consumo promedio urbano industrial,Consumo promedio urbano comercial,Consumo promedio urbano oficial,Consumo promedio urbano alumbrado publico,Consumo total urbano estrato 01,Consumo total urbano estrato 02,Consumo total urbano estrato 03,Consumo total urbano estrato 04,Consumo total urbano estrato 05,Consumo total urbano estrato 06,Consumo total urbano industrial,Consumo total urbano comercial,Consumo total urbano oficial,Consumo total urbano alumbrado publico,# Suscriptores rurales,Suscriptores rural estrato 01,Suscriptores  rural estrato 02,Suscriptores  rural estrato 03,Suscriptores rural estrato 04,Suscriptores rural estrato 05,Suscriptores rural estrato 06,Suscriptores rural industrial,Suscriptores rural comercial,Suscriptores rural oficial,Suscriptores rural alumbrado publico,Consumo promedio rural estrato 01,Consumo promedio rural estrato 02,Consumo promedio rural estrato 03,Consumo promedio rural estrato 04,Consumo promedio rural estrato 05,Consumo promedio rural estrato 06,Consumo promedio rural industrial,Consumo promedio rural comercial,Consumo promedio rural oficial,Consumo promedio rural alumbrado publico,Consumo total rural estrato 01,Consumo total rural estrato 02,Consumo total rural estrato 03,Consumo total rural estrato 04,Consumo total rural estrato 05,Consumo total rural estrato 06,Consumo total rural industrial,Consumo total rural comercial,Consumo total rural oficial,Consumo total rural alumbrado publico,Porcentaje cobertuta municipio
Timbio,19807,2016,4595,2352,1828,28,0,0,0,21,291,36,39,881.9889455782313,1253.8561269146608,1958.25,0,0,0,9085,1560.6048109965636,4789.222222222223,18836.94871794872,2074438,2292049,54831,0,0,0,190785,454136,172412,734641,5295.0,4691,496,10,0,0,0,20,39,39,0,639.1193775314432,1144.7923387096773,1579.4,0,0,0,4782.1,7283.282051282052,3686.2820512820513,0,2998109,567817,15794,0,0,0,95642,284048,143765,0,0.89
Timbio,19807,2017,4717,2429,1862,28,0,0,0,20,304,35,39,882.4310415808975,1221.6374865735768,2146.5,0,0,0,11241.5,1547.0723684210527,5979.6,19719.74358974359,2143425,2274689,60102,0,0,0,224830,470310,209286,769070,5519.0,4909,500,11,0,0,0,20,40,39,0,634.5139539621105,1081.358,1204.6363636363637,0,0,0,5480.2,7441.875,3255.4871794871797,0,3114829,540679,13251,0,0,0,109604,297675,126964,0,0.9
Timbiqui,19809,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Timbiqui,19809,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Timbiqui,19809,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Timbiqui,19809,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Timbiqui,19809,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Timbiqui,19809,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Toribio,19821,2013,1065,735,258,15,0,0,0,6,23,23,5,1386.8231292517007,1693.2519379844962,2289,0,0,0,20074.333333333332,2658.8695652173915,8974.521739130434,45882,1019315,436859,34335,0,0,0,120446,61154,206414,229410,3687.0,3559,64,0,0,0,0,1,14,49,0,917.4397302613094,1068.515625,0,0,0,0,12784,1567.9285714285713,1259.7142857142858,0,3265168,68385,0,0,0,0,12784,21951,61726,0,0.85
Toribio,19821,2014,1087,766,254,15,0,0,0,4,23,20,5,1909.4556135770235,2159.003937007874,2594.5333333333333,0,0,0,33095.25,3241.8260869565215,9509.8,45252.2,1462643,548387,38918,0,0,0,132381,74562,190196,226261,4188.0,4061,64,0,0,0,0,1,12,50,0,1552.581137650825,1912.265625,0,0,0,0,13048,1714.8333333333333,1697.66,0,6305032,122385,0,0,0,0,13048,20578,84883,0,0.89
Toribio,19821,2015,1121,792,258,16,0,0,0,4,24,22,5,2074.8560606060605,2161.9806201550387,2511.3125,0,0,0,37291.25,3457.125,7262.409090909091,31053.8,1643286,557791,40181,0,0,0,149165,82971,159773,155269,5655.0,5514,66,0,1,0,0,1,15,58,0,1665.2546245919477,2099.8333333333335,0,0,0,0,13067,3118.266666666667,2033.1206896551723,0,9182214,138589,0,0,0,0,13067,46774,117921,0,0.91
Toribio,19821,2016,1162,838,250,16,0,0,0,4,26,23,5,2178.3806682577565,2288.22,2646.9375,0,0,0,33162,3496.0384615384614,6778.695652173913,30034.4,1825483,572055,42351,0,0,0,132648,90897,155910,150172,5890.0,5763,59,0,0,0,0,1,16,51,0,1857.4652090924865,2171.8474576271187,0,0,0,0,13044,2225.875,1816.921568627451,0,10704572,128139,0,0,0,0,13044,35614,92663,0,0.94
Toribio,19821,2017,1215,888,253,16,0,0,0,4,26,23,5,2087.4786036036035,2141.3517786561265,2463.375,0,0,0,29250.75,3768.8846153846152,6286.086956521739,29952.2,1853681,541762,39414,0,0,0,117003,97991,144580,149761,7295.0,7166,58,0,0,0,0,1,19,51,0,1838.3893385431204,2121.396551724138,0,0,0,0,12548,3716.842105263158,2021.1960784313726,0,13173898,123041,0,0,0,0,12548,70620,103081,0,0.96
Totoro,19824,2012,475,296,132,0,0,0,0,3,17,17,10,795.8344594594595,1109.378787878788,0,0,0,0,17580,3078,3801.1176470588234,22289.5,235567,146438,0,0,0,0,52740,52326,64619,222895,3237.0,3043,123,0,0,0,0,5,21,45,0,565.3585277686493,682.0650406504066,0,0,0,0,12796.2,1481.4761904761904,1383.111111111111,0,1720386,83894,0,0,0,0,63981,31111,62240,0,0.0
Totoro,19824,2013,493,308,138,1,0,0,0,2,17,18,9,887.1168831168832,1168.5217391304348,195,0,0,0,21441,3099.1176470588234,3651.5,30693.444444444445,273232,161256,195,0,0,0,42882,52685,65727,276241,3563.0,3282,179,22,0,4,0,5,24,47,0,622.5271176112127,911.5642458100559,249.6818181818182,0,783.25,0,15649.2,1446.25,1335.8936170212767,0,2043134,163170,5493,0,3133,0,78246,34710,62787,0,0.82
Totoro,19824,2014,486,308,134,0,0,0,0,2,16,17,9,876.525974025974,1095.597014925373,0,0,0,0,20224.5,2723.875,4824.764705882353,30271.555555555555,269970,146810,0,0,0,0,40449,43582,82021,272444,3706.0,3473,157,1,0,0,0,5,23,47,0,633.6579326230924,949.1464968152866,0,0,0,0,17269.4,1562.8260869565217,1437.3829787234042,0,2200694,149016,0,0,0,0,86347,35945,67557,0,0.84
Totoro,19824,2015,503,315,137,1,1,0,0,2,20,18,9,876.1650793650794,1092.4525547445255,482,143,0,0,21999,2668.5,4516.222222222223,30215.444444444445,275992,149666,482,143,0,0,43998,53370,81292,271939,3872.0,3560,215,11,0,0,0,6,25,55,0,623.245786516854,1084.3116279069768,900.7272727272727,0,0,0,13082.833333333334,2302.52,1329.6909090909091,0,2218755,233127,9908,0,0,0,78497,57563,73133,0,0.87
Totoro,19824,2016,517,323,142,1,0,0,0,3,22,17,9,937.3560371517028,1098.2887323943662,1614,0,0,0,17026,2227.6363636363635,4470.823529411765,30521.444444444445,302766,155957,1614,0,0,0,51078,49008,76004,274693,3963.0,3568,288,24,0,0,0,5,27,51,0,612.459360986547,1179.7465277777778,1037.5833333333333,0,0,0,29853.6,2833.777777777778,1314.921568627451,0,2185255,339767,24902,0,0,0,149268,76512,67061,0,0.89
Totoro,19824,2017,530,332,144,1,0,0,0,3,23,18,9,996.2048192771084,1115.6875,2482,0,0,0,17553.666666666668,2581.782608695652,4197.166666666667,30438,330740,160659,2482,0,0,0,52661,59381,75549,273942,4197.0,3780,302,27,2,0,0,5,29,52,0,758.0814814814814,1283.6258278145694,1131.5555555555557,697,0,0,37961,2879.310344827586,1454.3653846153845,0,2865548,387655,30552,1394,0,0,189805,83500,75627,0,0.9
Villa Rica,19845,2012,3292,2789,334,9,2,0,0,14,123,12,9,1530.3133739691646,1554.2964071856288,1896.7777777777778,3900,0,0,647978.3571428572,4040.3821138211383,8654.583333333334,69409.66666666667,4268044,519135,17071,7800,0,0,9071697,496967,103855,624687,1444.0,1353,56,0,1,0,1,7,17,8,1,1494.39985218034,1995.5,0,2802,0,1683,1668109.142857143,9802.941176470587,5050.375,30564,2021923,111748,0,2802,0,1683,11676764,166650,40403,30564,0.0
Villa Rica,19845,2013,3440,2920,340,8,2,0,0,16,131,14,9,1499.8794520547945,1601.0088235294118,1885,3831,0,0,1401262.6875,3429.9236641221373,10459.285714285714,72317.88888888889,4379648,544343,15080,7662,0,0,22420203,449320,146430,650861,1398.0,1303,53,1,1,0,0,12,18,9,1,1558.1204911742134,2046.8867924528302,0,2643,0,0,1147749.0833333333,12058.444444444445,4772.333333333333,36657,2030231,108485,0,2643,0,0,13772989,217052,42951,36657,0.88
Villa Rica,19845,2014,3614,3088,348,5,2,0,0,19,127,16,9,1494.9183937823834,1500.7701149425288,2492.6,4238,0,0,1658735.2631578948,3556.8267716535433,14293.25,72312.66666666667,4616308,522268,12463,8476,0,0,31515970,451717,228692,650814,1489.0,1391,54,0,1,0,0,14,19,9,1,1575.470884255931,2073.314814814815,0,3505,0,0,1209580.7857142857,12853.21052631579,4102.555555555556,38800,2191480,111959,0,3505,0,0,16934131,244211,36923,38800,0.89
Villa Rica,19845,2015,3792,3257,355,5,2,0,0,18,129,17,9,1502.8016579674547,1468.7380281690141,2287.4,5132,0,0,2547576.388888889,3605.217054263566,14154.411764705883,73737.11111111111,4894625,521402,11437,10264,0,0,45856375,465073,240625,663634,1405.0,1310,52,0,1,0,0,15,18,8,1,1587.1770992366412,2054.480769230769,0,7403,0,0,731173.6666666666,24270.444444444445,4226.125,34036,2079202,106833,0,7403,0,0,10967605,436868,33809,34036,0.91
Villa Rica,19845,2016,3983,3434,366,5,1,0,0,20,130,18,9,1486.6578334304018,1406.1311475409836,1965.2,6935,0,0,2760644.9,3469.976923076923,14078.833333333334,75689.88888888889,5105183,514644,9826,6935,0,0,55212898,451097,253419,681209,1313.0,1226,50,0,1,0,0,14,15,6,1,1569.4021207177814,1680.22,0,4533,0,0,434139.28571428574,11474.133333333333,4557,51358,1924087,84011,0,4533,0,0,6077950,172112,27342,51358,0.94
Villa Rica,19845,2017,4239,3683,372,5,1,0,0,20,129,20,9,1416.2943252783057,1425.760752688172,1824.6,7149,0,0,2817693.55,3181.2558139534885,13460.85,81474.77777777778,5216212,530383,9123,7149,0,0,56353871,410382,269217,733273,1359.0,1269,50,0,1,0,0,16,16,6,1,1539.156816390859,1586.98,0,3914,0,0,588306.6875,11141.6875,6027,42691,1953190,79349,0,3914,0,0,9412907,178267,36162,42691,0.96
